drug,effect,cosine_similarities
['fludarabine phosphate'],['cd4 t-lymphocyte depletion'],"[('fludarabine phosphate', 'cd4 t-lymphocyte depletion', np.float32(0.87060624))]"
['amprenavir'],['intracranial bleeding'],"[('amprenavir', 'intracranial bleeding', np.float32(0.9865379))]"
['5-fu'],['neurotoxicity'],"[('5-fu', 'neurotoxicity', None)]"
"['acetohexamide', 'acetazolamide']",['hypoglycemic reaction'],"[('acetohexamide', 'hypoglycemic reaction', np.float32(0.7120416)), ('acetazolamide', 'hypoglycemic reaction', np.float32(0.67996794))]"
['fludarabine'],['cough'],"[('fludarabine', 'cough', np.float32(0.8455992))]"
['sulfasalazine'],[],"[(None, None, None)]"
['zonisamide'],['neurological symptoms'],"[('zonisamide', 'neurological symptoms', np.float32(0.7581398))]"
['pranlukast'],['tubulointerstitial nephritis'],"[('pranlukast', 'tubulointerstitial nephritis', np.float32(0.88436043))]"
['dcf'],[],"[(None, None, None)]"
"['triamcinolone', 'ritonavir']",[],"[(None, None, None)]"
"['pexid', 'perhexiline maleate']",[],"[(None, None, None)]"
['quetiapine'],['ocs'],"[('quetiapine', 'ocs', np.float32(0.9471713))]"
['pegfilgrastim'],[],"[(None, None, None)]"
"['chlorpropamide', 'glibenclamide']",['intrahepatic cholestasis'],"[('chlorpropamide', 'intrahepatic cholestasis', np.float32(0.94462526)), ('glibenclamide', 'intrahepatic cholestasis', np.float32(0.92108315))]"
['nevirapine'],['stevens-johnson syndrome'],"[('nevirapine', 'stevens-johnson syndrome', np.float32(0.6225188))]"
['methazolamide'],"['agranulocytosis', 'aplastic anemia']","[('methazolamide', 'agranulocytosis', np.float32(0.7832362)), ('methazolamide', 'aplastic anemia', np.float32(0.7908747))]"
['trihexyphenidyl'],['life-threatening cranial dystonia'],"[('trihexyphenidyl', 'life-threatening cranial dystonia', np.float32(0.98464215))]"
['calsynar'],['rhinitis'],"[('calsynar', 'rhinitis', np.float32(0.98959595))]"
[],[],"[(None, None, None)]"
"['irbesartan', 'noradrenaline']",['hypotensive shock'],"[('irbesartan', 'hypotensive shock', np.float32(0.9942855)), ('noradrenaline', 'hypotensive shock', np.float32(0.99026716))]"
['phenobarbital'],[],"[(None, None, None)]"
"['infliximab', 'efalizumab']",[],"[(None, None, None)]"
['tobramycin'],"['elevated serum tobramycin trough', 'tetany']","[('tobramycin', 'elevated serum tobramycin trough', np.float32(0.96823496)), ('tobramycin', 'tetany', np.float32(0.8454024))]"
[],[],"[(None, None, None)]"
['mtx'],['gastric lpd'],"[('mtx', 'gastric lpd', np.float32(0.80021936))]"
['leflunomide'],[],"[(None, None, None)]"
['linezolid'],['acute interstitial nephritis'],"[('linezolid', 'acute interstitial nephritis', np.float32(0.90053904))]"
['heparin'],['intramural esophageal hematoma'],"[('heparin', 'intramural esophageal hematoma', np.float32(0.78819895))]"
"['heparin', 'protamine']",['bronchoconstriction'],"[('heparin', 'bronchoconstriction', np.float32(0.7815707)), ('protamine', 'bronchoconstriction', np.float32(0.953318))]"
['l-dopa'],['rapid mood cycling'],"[('l-dopa', 'rapid mood cycling', None)]"
['calcitriol'],['potassium loss'],"[('calcitriol', 'potassium loss', np.float32(0.9377168))]"
[],"['myoclonus', 'seizures']","[(None, None, None)]"
['levodopa'],[],"[(None, None, None)]"
['nimodipine'],['hypotension'],"[('nimodipine', 'hypotension', np.float32(0.7336191))]"
['rifampicin'],['adrenal failure'],"[('rifampicin', 'adrenal failure', np.float32(0.8314215))]"
['cefuroxime'],"['allergic symptoms', 'dian']","[('cefuroxime', 'allergic symptoms', np.float32(0.772523)), ('cefuroxime', 'dian', np.float32(0.98923254))]"
['amiodarone'],['avt'],"[('amiodarone', 'avt', np.float32(0.62096804))]"
['propylthiouracil'],[],"[(None, None, None)]"
['prednisone'],['red blood cell anemia'],"[('prednisone', 'red blood cell anemia', np.float32(0.82742214))]"
['ifn-beta'],['inflammatory arthritis'],"[('ifn-beta', 'inflammatory arthritis', None)]"
['dextran-40'],['renal failure'],"[('dextran-40', 'renal failure', np.float32(0.7017655))]"
['desipramine'],['testicular swelling'],"[('desipramine', 'testicular swelling', np.float32(0.8751006))]"
[],['lupus erythematosus'],"[(None, None, None)]"
['haloperidol'],['multiform ventricular tachycardia'],"[('haloperidol', 'multiform ventricular tachycardia', np.float32(0.63428736))]"
['chlorambucil'],[],"[(None, None, None)]"
['d-penicillamine'],"['leukopenia', 'anemia', 'thrombocytopenia']","[('d-penicillamine', 'leukopenia', None), ('d-penicillamine', 'anemia', None), ('d-penicillamine', 'thrombocytopenia', None)]"
['albendazole'],['fever'],"[('albendazole', 'fever', np.float32(0.6280686))]"
[],['ulcerating enteritis'],"[(None, None, None)]"
"['methotrexate', 'rofecoxib']",['lymphoproliferative disorder'],"[('methotrexate', 'lymphoproliferative disorder', np.float32(0.6122815)), ('rofecoxib', 'lymphoproliferative disorder', np.float32(0.8868028))]"
"['vitamin d3', 'thiazide']",['hypercalcemia'],"[('vitamin d3', 'hypercalcemia', np.float32(0.90584123)), ('thiazide', 'hypercalcemia', np.float32(0.87545884))]"
['glypressin'],['skin necrosis'],"[('glypressin', 'skin necrosis', np.float32(0.73280543))]"
"['treosulfan', 'dihydroxybusulfan']",['acute non-lymphocytic leukemia'],"[('treosulfan', 'acute non-lymphocytic leukemia', np.float32(0.7021397)), ('dihydroxybusulfan', 'acute non-lymphocytic leukemia', np.float32(0.7047081))]"
['all-trans retinoic acid'],[],"[(None, None, None)]"
['clarithromycin'],['fulminant liver failure'],"[('clarithromycin', 'fulminant liver failure', np.float32(0.6361809))]"
['ifosfamide'],['unresponsive'],"[('ifosfamide', 'unresponsive', np.float32(0.9195532))]"
['chymopapain'],['hypotensive'],"[('chymopapain', 'hypotensive', np.float32(0.99065727))]"
['levamisole'],['multifocal inflammatory leukoencephalopathy'],"[('levamisole', 'multifocal inflammatory leukoencephalopathy', np.float32(0.9425112))]"
['tpa'],['vitreous hemorrhage'],"[('tpa', 'vitreous hemorrhage', np.float32(0.95923644))]"
['lithium'],['teratogenicity'],"[('lithium', 'teratogenicity', np.float32(0.84071505))]"
['desmopressin'],"['seizures', 'hyponatremia']","[('desmopressin', 'seizures', np.float32(0.89840794)), ('desmopressin', 'hyponatremia', np.float32(0.9143918))]"
['digoxin'],['cardiomyopathy'],"[('digoxin', 'cardiomyopathy', np.float32(0.9163363))]"
['rituximab'],['lethal hepatitis b virus reactivation'],"[('rituximab', 'lethal hepatitis b virus reactivation', np.float32(0.8722066))]"
[],['ulcerating enteritis'],"[(None, None, None)]"
['cyclophosphamide'],['hemorrhagic cystitis'],"[('cyclophosphamide', 'hemorrhagic cystitis', np.float32(0.92018443))]"
['cyclophosphamide'],[],"[(None, None, None)]"
['cloxacillin'],"['allergic reactions', 'hypersensitivity reactions']","[('cloxacillin', 'allergic reactions', np.float32(0.8049605)), ('cloxacillin', 'hypersensitivity reactions', np.float32(0.7529103))]"
"['adriamycin', 'cisplatin']",['tonic-clonic seizures'],"[('adriamycin', 'tonic-clonic seizures', np.float32(0.854877)), ('cisplatin', 'tonic-clonic seizures', np.float32(0.8102265))]"
[],['methemoglobinemia'],"[(None, None, None)]"
['tetracycline'],"['pancreatitis', 'acute pancreatitis']","[('tetracycline', 'pancreatitis', np.float32(0.8096582)), ('tetracycline', 'acute pancreatitis', np.float32(0.72403175))]"
"['ciprofloxacin', 'piperacillin']",['thrombocytosis'],"[('ciprofloxacin', 'thrombocytosis', np.float32(0.88737667)), ('piperacillin', 'thrombocytosis', np.float32(0.9669086))]"
['atomoxetine'],['tics'],"[('atomoxetine', 'tics', np.float32(0.9714678))]"
[],['retinopathy'],"[(None, None, None)]"
"['glatiramer acetate', 'copaxone']",['localized panniculitis'],"[('glatiramer acetate', 'localized panniculitis', np.float32(0.95940924)), ('copaxone', 'localized panniculitis', np.float32(0.9621037))]"
[],"['dress', 'acute kidney injury']","[(None, None, None)]"
['gold'],['glomerulopathy'],"[('gold', 'glomerulopathy', np.float32(0.9583856))]"
"['pegvisomant', 'somatostatin']",['hepatitis'],"[('pegvisomant', 'hepatitis', np.float32(0.5993382)), ('somatostatin', 'hepatitis', np.float32(0.5931135))]"
['desmopressin'],"['grand mal seizure', 'hyponatremia']","[('desmopressin', 'grand mal seizure', np.float32(0.90659314)), ('desmopressin', 'hyponatremia', np.float32(0.9143918))]"
[],"['multifocal electroretinographic abnormalities', 'visual loss']","[(None, None, None)]"
['methotrexate'],['non-hodgkin lymphoma'],"[('methotrexate', 'non-hodgkin lymphoma', np.float32(0.64024353))]"
"['uft', 'uracil-tegafur']",['scleroderma-like reaction'],"[('uft', 'scleroderma-like reaction', np.float32(0.6419223)), ('uracil-tegafur', 'scleroderma-like reaction', None)]"
['acyclovir'],['acute renal failure'],"[('acyclovir', 'acute renal failure', np.float32(0.7566213))]"
"['fentanyl', 'citalopram']",[],"[(None, None, None)]"
"['amiodarone', 'magnesium sulfate']",[],"[(None, None, None)]"
['psoralen'],['sunburn'],"[('psoralen', 'sunburn', np.float32(0.99262613))]"
['d-penicillamine'],['hemoptysis'],"[('d-penicillamine', 'hemoptysis', None)]"
['thalidomide'],[],"[(None, None, None)]"
['sulphasalazine'],['immunoallergic reaction'],"[('sulphasalazine', 'immunoallergic reaction', np.float32(0.792773))]"
['lithium'],[],"[(None, None, None)]"
"['promethazine', 'mequitazine']",[],"[(None, None, None)]"
['cytosine arabinoside'],['death'],"[('cytosine arabinoside', 'death', np.float32(0.8743346))]"
[],['dysthyroidism'],"[(None, None, None)]"
['ticlopidine'],[],"[(None, None, None)]"
[],['pulmonary toxicity'],"[(None, None, None)]"
[],[],"[(None, None, None)]"
[],['hyperthyroidism'],"[(None, None, None)]"
['topiramate'],[],"[(None, None, None)]"
[],['neurotoxicity'],"[(None, None, None)]"
['fluoroquinolone'],['torsade de pointes'],"[('fluoroquinolone', 'torsade de pointes', np.float32(0.78116775))]"
[],['reversible granulocytopenia'],"[(None, None, None)]"
['bupropion'],['seizures'],"[('bupropion', 'seizures', np.float32(0.88765454))]"
"['fentanyl', 'citalopram']",[],"[(None, None, None)]"
"['bredinin', 'mizoribin']","['plasma osmolality', 'adh hypersecretion', 'siadh']","[('bredinin', 'plasma osmolality', np.float32(0.9644823)), ('bredinin', 'adh hypersecretion', np.float32(0.99137247)), ('bredinin', 'siadh', np.float32(0.9133754)), ('mizoribin', 'plasma osmolality', np.float32(0.97971964)), ('mizoribin', 'adh hypersecretion', np.float32(0.98969924)), ('mizoribin', 'siadh', np.float32(0.91537714))]"
['cyclosposphamide'],[],"[(None, None, None)]"
[],[],"[(None, None, None)]"
['lamotrigine'],['severe apnea'],"[('lamotrigine', 'severe apnea', np.float32(0.7687086))]"
['lithium'],"['nephrotoxicity', 'renal failure']","[('lithium', 'nephrotoxicity', np.float32(0.84592724)), ('lithium', 'renal failure', np.float32(0.615716))]"
['methotrexate'],['pneumocystis'],"[('methotrexate', 'pneumocystis', np.float32(0.451023))]"
['d-penicillamine'],"['leukopenia', 'anemia', 'thrombocytopenia']","[('d-penicillamine', 'leukopenia', None), ('d-penicillamine', 'anemia', None), ('d-penicillamine', 'thrombocytopenia', None)]"
['gemcitabine'],['hus'],"[('gemcitabine', 'hus', np.float32(0.94996005))]"
"['leucovorin', 'oxaliplatin']",['hemolytic-uremic syndrome'],"[('leucovorin', 'hemolytic-uremic syndrome', np.float32(0.5216352)), ('oxaliplatin', 'hemolytic-uremic syndrome', np.float32(0.5342053))]"
['fluticasone propionate'],[],"[(None, None, None)]"
['oxacillin'],['prolonged severe cholestasis'],"[('oxacillin', 'prolonged severe cholestasis', np.float32(0.8947621))]"
['disulfiram'],['eosinophilia'],"[('disulfiram', 'eosinophilia', np.float32(0.6941815))]"
"['carbamazepine', 'cbz']",[],"[(None, None, None)]"
[],['myopathy'],"[(None, None, None)]"
"['tnf-alpha', 'insulin', 'dexamethasone']",[],"[(None, None, None)]"
['mmc'],[],"[(None, None, None)]"
['indapamide'],['diabetes'],"[('indapamide', 'diabetes', np.float32(0.8781201))]"
[],[],"[(None, None, None)]"
['penicillamine'],['brain lesions'],"[('penicillamine', 'brain lesions', np.float32(0.8318088))]"
['pamidronate'],[],"[(None, None, None)]"
['ifn'],['thrombocytopenia'],"[('ifn', 'thrombocytopenia', np.float32(0.61894655))]"
['sorafenib'],[],"[(None, None, None)]"
"['etanercept', 'methotrexate']",['atrial fibrillation'],"[('etanercept', 'atrial fibrillation', np.float32(0.7524539)), ('methotrexate', 'atrial fibrillation', np.float32(0.52415144))]"
"['6-mp', 'aza']",['hepatotoxicity'],"[('6-mp', 'hepatotoxicity', None), ('aza', 'hepatotoxicity', np.float32(0.8420179))]"
[],[],"[(None, None, None)]"
['risperidone'],['dyskinetic movements'],"[('risperidone', 'dyskinetic movements', np.float32(0.8960728))]"
['amphotericin b'],[],"[(None, None, None)]"
['benzocaine'],['methemoglobinemia'],"[('benzocaine', 'methemoglobinemia', np.float32(0.9235314))]"
['chloroquine'],['toxicity'],"[('chloroquine', 'toxicity', np.float32(0.7347974))]"
['magnesium sulfate'],[],"[(None, None, None)]"
['propranolol'],['bronchospasm'],"[('propranolol', 'bronchospasm', np.float32(0.9242113))]"
['heparin'],['thrombocytopenia'],"[('heparin', 'thrombocytopenia', np.float32(0.9393144))]"
['griseofulvin'],"['nephrotic syndrome', 'systemic lupus erythematosus']","[('griseofulvin', 'nephrotic syndrome', np.float32(0.75078785)), ('griseofulvin', 'systemic lupus erythematosus', np.float32(0.77612513))]"
[],['cardiotoxicity'],"[(None, None, None)]"
"['fentanyl', 'citalopram']",['serotonin syndrome'],"[('fentanyl', 'serotonin syndrome', np.float32(0.6365795)), ('citalopram', 'serotonin syndrome', np.float32(0.68820274))]"
"['ifn-alpha', 'interferon-alpha']","[""hashimoto's disease""]","[('ifn-alpha', ""hashimoto's disease"", None), ('interferon-alpha', ""hashimoto's disease"", None)]"
['cytosine arabinoside'],['death'],"[('cytosine arabinoside', 'death', np.float32(0.8743346))]"
['desferrioxamine'],['ocular toxicity'],"[('desferrioxamine', 'ocular toxicity', np.float32(0.8664437))]"
['ifn beta'],[],"[(None, None, None)]"
['cisplatin'],[],"[(None, None, None)]"
"['chlorpropamide', 'sulfonylurea', 'glyburide']",['acute intravascular hemolysis'],"[('chlorpropamide', 'acute intravascular hemolysis', np.float32(0.86658126)), ('sulfonylurea', 'acute intravascular hemolysis', np.float32(0.84237784)), ('glyburide', 'acute intravascular hemolysis', np.float32(0.8779808))]"
['az'],['hemorrhagic gastritis'],"[('az', 'hemorrhagic gastritis', np.float32(0.9599431))]"
['immunoglobulin'],['acute renal failure'],"[('immunoglobulin', 'acute renal failure', np.float32(0.68466485))]"
"['treosulfan', 'dihydroxybusulfan']",['acute non-lymphocytic leukemia'],"[('treosulfan', 'acute non-lymphocytic leukemia', np.float32(0.7021397)), ('dihydroxybusulfan', 'acute non-lymphocytic leukemia', np.float32(0.7047081))]"
['rituximab'],['acute coronary syndromes'],"[('rituximab', 'acute coronary syndromes', np.float32(0.85689515))]"
['fludarabine'],[],"[(None, None, None)]"
['meloxicam'],"['reduced cox-2 selectivity', 'intestinal toxic effects']","[('meloxicam', 'reduced cox-2 selectivity', np.float32(0.9904613)), ('meloxicam', 'intestinal toxic effects', np.float32(0.7801399))]"
"['ptu', 'propylthiouracil', 'cbz']",[],"[(None, None, None)]"
['etoposide'],['secondary acute myeloid leukemia'],"[('etoposide', 'secondary acute myeloid leukemia', np.float32(0.82812726))]"
['g-csf'],['monocytosis'],"[('g-csf', 'monocytosis', None)]"
"['warfarin', '5-fu']",['increase in inr'],"[('warfarin', 'increase in inr', np.float32(0.8737899)), ('5-fu', 'increase in inr', None)]"
[],['colchicine intoxication'],"[(None, None, None)]"
['pemetrexed'],['onycholysis'],"[('pemetrexed', 'onycholysis', np.float32(0.9964739))]"
['propylthiouracil'],['polymyositis'],"[('propylthiouracil', 'polymyositis', np.float32(0.9161005))]"
['sulfadiazine'],['toxoplasmic chorioretinitis'],"[('sulfadiazine', 'toxoplasmic chorioretinitis', np.float32(0.9632072))]"
"['imipenem', 'cilastatin']","['seizure', 'convulsions']","[('imipenem', 'seizure', np.float32(0.88792795)), ('imipenem', 'convulsions', np.float32(0.97980505)), ('cilastatin', 'seizure', np.float32(0.882522)), ('cilastatin', 'convulsions', np.float32(0.9837081))]"
"['clarithromycin', 'lovastatin']",['rhabdomyolysis'],"[('clarithromycin', 'rhabdomyolysis', np.float32(0.84406954)), ('lovastatin', 'rhabdomyolysis', np.float32(0.9625458))]"
['zolmitriptan'],['spinal cord lesion'],"[('zolmitriptan', 'spinal cord lesion', np.float32(0.98417735))]"
['hdarac'],['cerebellar toxicity'],"[('hdarac', 'cerebellar toxicity', np.float32(0.8797096))]"
['propranolol'],['diabetic coma'],"[('propranolol', 'diabetic coma', np.float32(0.853731))]"
['dexamethasone'],['bilateral avascular necrosis'],"[('dexamethasone', 'bilateral avascular necrosis', np.float32(0.8541086))]"
['anticoagulant'],['lupus syndrome'],"[('anticoagulant', 'lupus syndrome', np.float32(0.70345527))]"
['bcnu'],['myocardial ischemia'],"[('bcnu', 'myocardial ischemia', np.float32(0.87720996))]"
['lithium'],"['nephrotoxicity', 'renal failure']","[('lithium', 'nephrotoxicity', np.float32(0.84592724)), ('lithium', 'renal failure', np.float32(0.615716))]"
['quetiapine'],['ocs'],"[('quetiapine', 'ocs', np.float32(0.9471713))]"
['ifn-beta'],['monoarthritis'],"[('ifn-beta', 'monoarthritis', None)]"
['baclofen'],['sexual dysfunction'],"[('baclofen', 'sexual dysfunction', np.float32(0.8933817))]"
['tamoxifen'],['myometrial invasion'],"[('tamoxifen', 'myometrial invasion', np.float32(0.75620186))]"
"['phenylpropanolamine', 'methyl nitrite']","['occupational methemoglobinemia', 'methemoglobinemia']","[('phenylpropanolamine', 'occupational methemoglobinemia', np.float32(0.96399224)), ('phenylpropanolamine', 'methemoglobinemia', np.float32(0.9376172)), ('methyl nitrite', 'occupational methemoglobinemia', np.float32(0.954734)), ('methyl nitrite', 'methemoglobinemia', np.float32(0.9158163))]"
"['insulin', 'ifn']",[],"[(None, None, None)]"
['rituximab'],['boop'],"[('rituximab', 'boop', np.float32(0.9785209))]"
['torsemide'],['pancreatitis'],"[('torsemide', 'pancreatitis', np.float32(0.7810821))]"
['busulfan'],['thrombosis'],"[('busulfan', 'thrombosis', np.float32(0.90097594))]"
